"id","match_checksum","number","start_tick","start_frame","freeze_time_end_tick","freeze_time_end_frame","end_tick","end_frame","end_officially_tick","end_officially_frame","team_a_name","team_b_name","team_a_score","team_b_score","team_a_side","team_b_side","team_a_start_money","team_b_start_money","team_a_equipment_value","team_b_equipment_value","team_a_money_spent","team_b_money_spent","team_a_economy_type","team_b_economy_type","duration","end_reason","winner_name","winner_side","overtime_number"
4197,b3764366fb185cc0,8,44299,46884,45579,48240,50256,53183,50576,53525,hindsight,Pigeons,2,6,3,2,22850,34850,23000,27650,22000,5600,full,full,93001,7,hindsight,3,0
4198,b3764366fb185cc0,9,53020,56109,54300,57459,61658,65244,61978,65579,hindsight,Pigeons,2,7,3,2,21400,40250,25800,27450,17400,26650,full,full,134873,1,Pigeons,2,0
4199,b3764366fb185cc0,10,61978,65579,63258,66935,66977,70864,67297,71206,hindsight,Pigeons,2,8,3,2,21250,32600,24200,27350,19550,25950,full,full,78030,9,Pigeons,2,0
4200,b3764366fb185cc0,11,67297,71206,68577,72560,72228,76422,72548,76755,hindsight,Pigeons,2,9,3,2,19600,24700,18850,27750,18050,12800,force-buy,full,77011,9,Pigeons,2,0
4201,b3764366fb185cc0,12,72548,76755,73828,78112,80078,84721,81038,85749,hindsight,Pigeons,3,9,3,2,20500,29950,20800,27950,20000,19900,force-buy,full,117613,8,hindsight,3,0
4202,b3764366fb185cc0,13,81038,85749,82318,87110,84317,89224,84637,89564,hindsight,Pigeons,3,10,2,3,4000,4000,4300,4100,3300,3300,pistol,pistol,51306,8,Pigeons,3,0
4203,b3764366fb185cc0,14,84637,89564,85917,90913,89988,95219,90308,95558,hindsight,Pigeons,3,11,2,3,10800,19700,10350,20450,10150,18200,force-buy,semi,83493,7,Pigeons,3,0
4204,b3764366fb185cc0,15,90308,95558,91588,96914,98028,103720,98348,104062,hindsight,Pigeons,3,12,2,3,15950,22650,14350,27250,14050,6300,force-buy,full,120507,7,Pigeons,3,0
4205,b3764366fb185cc0,16,98348,104062,99628,105416,106658,112846,106658,112846,hindsight,Pigeons,3,13,2,3,21800,31650,22000,30150,20300,24650,full,full,129691,7,Pigeons,3,0
4301,"62fb056c88c365e6",1,5979,6395,7674,8198,10670,11385,11118,11859,BIG AC,Chicken Burger,1,0,3,2,4000,4000,4500,4250,3400,3450,pistol,pistol,73552,8,BIG AC,3,0
4302,"62fb056c88c365e6",2,11118,11859,12398,13222,18166,19352,18614,19825,BIG AC,Chicken Burger,2,0,3,2,19600,10050,23650,2600,19200,2400,full,eco,110447,8,BIG AC,3,0
4303,"62fb056c88c365e6",3,18614,19825,19894,21189,24071,25625,24519,26104,BIG AC,Chicken Burger,3,0,3,2,19700,20250,27300,21000,13500,20000,full,full,85492,8,BIG AC,3,0
4304,"62fb056c88c365e6",4,24519,26104,25799,27460,30501,32458,30949,32931,BIG AC,Chicken Burger,4,0,3,2,25200,15350,27800,9500,14100,9500,full,semi,93658,7,BIG AC,3,0
4305,"62fb056c88c365e6",5,30949,32931,32229,34295,36065,38372,36513,38844,BIG AC,Chicken Burger,5,0,3,2,31650,27050,30650,26750,19950,25750,full,full,80200,8,BIG AC,3,0
4306,"62fb056c88c365e6",6,36513,38844,37793,40208,40617,43211,41065,43685,BIG AC,Chicken Burger,5,1,3,2,30700,18300,30850,9750,4100,9550,full,semi,64369,9,Chicken Burger,2,0
4307,"62fb056c88c365e6",7,41065,43685,42345,45048,47500,50523,47948,51002,BIG AC,Chicken Burger,5,2,3,2,35800,26600,28650,27850,27650,21900,full,full,100792,1,Chicken Burger,2,0
4308,"62fb056c88c365e6",8,47948,51002,49228,52359,56588,60184,57036,60656,BIG AC,Chicken Burger,6,2,3,2,17650,23100,28750,27850,12000,5400,full,full,135342,12,BIG AC,3,0
4309,"62fb056c88c365e6",9,59014,62759,60294,64118,63865,67918,64313,68390,BIG AC,Chicken Burger,7,2,3,2,23700,27700,29250,27050,14500,20800,full,full,76043,8,BIG AC,3,0
4310,"62fb056c88c365e6",10,64313,68390,65593,69755,72363,76946,72811,77419,BIG AC,Chicken Burger,8,2,3,2,27600,22100,31150,22600,20150,21300,full,full,126115,8,BIG AC,3,0
4311,"62fb056c88c365e6",11,72811,77419,77436,82336,81360,86522,81808,86999,BIG AC,Chicken Burger,9,2,3,2,26250,18600,28100,19550,23200,18250,full,force-buy,134178,8,BIG AC,3,0
4312,"62fb056c88c365e6",12,81808,86999,83088,88358,86137,91600,88717,94342,BIG AC,Chicken Burger,10,2,3,2,21450,17350,31350,17950,8750,16950,full,force-buy,67818,7,BIG AC,3,0
4313,"62fb056c88c365e6",13,88717,94342,90413,96140,95242,101274,95690,101752,BIG AC,Chicken Burger,11,2,2,3,4000,4000,4400,4250,3400,3250,pistol,pistol,102177,9,BIG AC,2,0
4314,"62fb056c88c365e6",14,95690,101752,96970,103111,101737,108149,102185,108597,BIG AC,Chicken Burger,12,2,2,3,18650,12450,18800,13150,18100,12350,semi,force-buy,94292,1,BIG AC,2,0
4315,"62fb056c88c365e6",15,102185,108597,103465,109876,107310,113797,107310,113797,BIG AC,Chicken Burger,13,2,2,3,20050,14750,22750,18300,17850,14950,full,force-buy,76648,9,BIG AC,2,0
4346,"5b5534fa0e89a1cc",1,5981,6396,7675,8198,9437,10069,9885,10541,Acend,Eternal Fire,1,0,3,2,4000,4000,4350,4250,3550,3450,pistol,pistol,54105,8,Acend,3,0
4347,"5b5534fa0e89a1cc",2,9885,10541,11165,11905,17597,18739,18045,19219,Acend,Eternal Fire,2,0,3,2,19450,10350,22200,10400,18800,10200,semi,force-buy,120761,8,Acend,3,0
4348,"5b5534fa0e89a1cc",3,18045,19219,19325,20576,26103,27783,26551,28255,Acend,Eternal Fire,3,0,3,2,19650,12450,27550,4450,10200,4050,full,eco,126153,8,Acend,3,0
4349,"5b5534fa0e89a1cc",4,26551,28255,27831,29619,37068,39434,37516,39906,Acend,Eternal Fire,3,1,3,2,28450,23200,30450,24350,11450,23050,full,full,164673,1,Eternal Fire,2,0
4350,"5b5534fa0e89a1cc",5,37516,39906,38796,41271,47145,50139,47593,50620,Acend,Eternal Fire,3,2,3,2,24900,18450,28900,26950,19200,12800,full,full,150738,1,Eternal Fire,2,0
4351,"5b5534fa0e89a1cc",6,47593,50620,48873,51974,55928,59474,56375,59948,Acend,Eternal Fire,3,3,3,2,16100,23850,27450,27050,13100,12300,full,full,130425,9,Eternal Fire,2,0
4352,"5b5534fa0e89a1cc",7,58819,62546,60099,63910,67459,71728,67907,72205,Acend,Eternal Fire,4,3,3,2,16250,29600,4600,27650,4600,17500,eco,full,135256,12,Acend,3,0
4353,"5b5534fa0e89a1cc",8,67907,72205,69187,73565,76547,81387,76995,81867,Acend,Eternal Fire,5,3,3,2,30100,18600,28650,25150,21650,17200,full,full,135256,12,Acend,3,0
4354,"5b5534fa0e89a1cc",9,76995,81867,78275,83223,85635,91048,86083,91520,Acend,Eternal Fire,6,3,3,2,26900,10000,27250,8900,20750,2250,full,semi,135242,12,Acend,3,0
4355,"5b5534fa0e89a1cc",10,89015,94636,90295,95997,97115,103247,97563,103723,Acend,Eternal Fire,6,4,3,2,24600,18050,28950,25250,17450,17900,full,full,126845,1,Eternal Fire,2,0
4356,"5b5534fa0e89a1cc",11,100706,107058,101986,108422,107097,113854,107545,114331,Acend,Eternal Fire,6,5,3,2,15050,19150,6800,26650,1900,11300,semi,full,100109,1,Eternal Fire,2,0
4357,"5b5534fa0e89a1cc",12,107545,114331,108825,115712,114058,121276,116492,123861,Acend,Eternal Fire,6,6,3,2,23200,26850,27300,28450,23000,10150,full,full,102304,9,Eternal Fire,2,0
4358,"5b5534fa0e89a1cc",13,116492,123861,118188,125664,123369,131170,123817,131644,Acend,Eternal Fire,6,7,2,3,4000,4000,3800,4400,3400,3400,pistol,pistol,107666,7,Eternal Fire,3,0
4359,"5b5534fa0e89a1cc",14,123817,131644,125097,133005,130048,138269,130496,138742,Acend,Eternal Fire,6,8,2,3,14300,21150,13450,22400,13050,21000,force-buy,semi,97590,7,Eternal Fire,3,0
4360,"5b5534fa0e89a1cc",15,133254,141675,134534,143034,139092,147880,139540,148353,Acend,Eternal Fire,6,9,2,3,17450,20700,12350,24550,11450,13950,semi,full,91403,8,Eternal Fire,3,0
4361,"5b5534fa0e89a1cc",16,139540,148353,140820,149716,144616,153753,145064,154225,Acend,Eternal Fire,6,10,2,3,20800,26350,20600,27900,19800,10400,full,full,79545,8,Eternal Fire,3,0
4362,"5b5534fa0e89a1cc",17,147460,156771,148740,158130,150576,160086,151024,160559,Acend,Eternal Fire,6,11,2,3,18000,34950,9750,27900,9750,5500,semi,full,48832,8,Eternal Fire,3,0
4363,"5b5534fa0e89a1cc",18,151024,160559,152304,161922,155230,165029,155678,165502,Acend,Eternal Fire,6,12,2,3,26150,48450,26050,28650,25050,17550,full,full,65845,8,Eternal Fire,3,0
4364,"5b5534fa0e89a1cc",19,157981,167949,159261,169312,166330,176827,166778,177300,Acend,Eternal Fire,7,12,2,3,18800,49900,19350,29100,18350,17900,force-buy,full,130778,9,Acend,2,0
4365,"5b5534fa0e89a1cc",20,166778,177300,168058,178662,172090,182907,172538,183355,Acend,Eternal Fire,8,12,2,3,18500,38750,24950,29050,7900,28050,full,full,82594,9,Acend,2,0
4366,"5b5534fa0e89a1cc",21,172538,183355,173818,184636,177626,188478,177626,188478,Acend,Eternal Fire,8,13,2,3,25250,19700,25300,21000,16300,20200,full,force-buy,75465,8,Eternal Fire,3,0
4434,df0b525227844b7c,1,1,1,972,1063,1935,2076,2383,2546,Team A,Team B,1,0,3,2,0,0,3250,3250,0,0,pistol,pistol,30823,8,Team A,3,0
4435,df0b525227844b7c,3,4477,4748,5756,6097,10885,11497,11333,11965,MOUZ NXT,Betclic Apogee,1,1,3,2,4000,4000,4050,4200,3450,3400,eco,eco,100252,9,Betclic Apogee,2,0
4436,df0b525227844b7c,4,11333,11965,12613,13316,16829,17752,17277,18221,MOUZ NXT,Betclic Apogee,1,2,3,2,10600,18650,1400,20800,200,18100,eco,full,85962,1,Betclic Apogee,2,0
4437,df0b525227844b7c,5,17277,18221,18557,19570,25788,27174,26236,27651,MOUZ NXT,Betclic Apogee,2,2,3,2,22950,19550,23250,22950,20900,7500,full,full,132992,8,MOUZ NXT,3,0
4438,df0b525227844b7c,6,26236,27651,27516,28993,34025,35843,34473,36317,MOUZ NXT,Betclic Apogee,3,2,3,2,21350,19950,26450,20850,17250,19350,full,full,121687,7,MOUZ NXT,3,0
4439,df0b525227844b7c,7,34473,36317,35753,37662,39055,41137,39503,41613,MOUZ NXT,Betclic Apogee,4,2,3,2,24250,13600,29950,2400,15300,2200,full,eco,71598,8,MOUZ NXT,3,0
4440,df0b525227844b7c,8,39503,41613,40783,42955,45325,47736,45773,48206,MOUZ NXT,Betclic Apogee,4,3,3,2,27750,23400,30850,23700,3800,22700,full,full,90954,1,Betclic Apogee,2,0
4441,df0b525227844b7c,9,45773,48206,47053,49554,53045,55857,53493,56333,MOUZ NXT,Betclic Apogee,4,4,3,2,32400,19700,28300,24200,27300,15500,full,full,113651,9,Betclic Apogee,2,0
4442,df0b525227844b7c,10,55862,58825,57142,60173,63545,66910,63993,67378,MOUZ NXT,Betclic Apogee,4,5,3,2,16800,21950,16850,25150,16250,20250,force-buy,full,120098,9,Betclic Apogee,2,0
4443,df0b525227844b7c,11,63993,67378,65273,68728,72930,76787,73378,77256,MOUZ NXT,Betclic Apogee,4,6,3,2,14000,19450,4150,26450,3950,15900,eco,full,139765,1,Betclic Apogee,2,0
4444,df0b525227844b7c,12,73378,77256,74658,78606,76866,80925,77314,81403,MOUZ NXT,Betclic Apogee,4,7,3,2,27300,21350,28950,21600,16150,20600,full,full,54501,9,Betclic Apogee,2,0
4445,df0b525227844b7c,13,80190,84428,81470,85770,89288,94000,89736,94469,MOUZ NXT,Betclic Apogee,5,7,3,2,28850,18500,26850,24700,25350,10750,full,full,142187,7,MOUZ NXT,3,0
4446,df0b525227844b7c,14,89736,94469,91016,95818,98742,103971,100978,106319,MOUZ NXT,Betclic Apogee,5,8,3,2,24650,18650,29800,18150,23050,17550,full,force-buy,141147,9,Betclic Apogee,2,0
4447,df0b525227844b7c,15,100978,106319,102674,108103,105263,110833,105711,111301,MOUZ NXT,Betclic Apogee,5,9,2,3,4000,4000,4700,4400,3300,3400,pistol,pistol,67053,8,Betclic Apogee,3,0
4448,df0b525227844b7c,16,105711,111301,106991,112651,110983,116848,111431,117323,MOUZ NXT,Betclic Apogee,5,10,2,3,10200,19600,1500,22300,700,18650,eco,semi,82397,8,Betclic Apogee,3,0
4449,df0b525227844b7c,17,111431,117323,112711,118667,118854,125131,119302,125606,MOUZ NXT,Betclic Apogee,6,10,2,3,21500,19950,22300,25900,21300,6200,full,full,115983,9,MOUZ NXT,2,0
4450,df0b525227844b7c,18,122191,128644,123471,129990,128095,134858,128543,135328,MOUZ NXT,Betclic Apogee,7,10,2,3,18250,22150,25000,23100,12200,21700,full,full,92305,1,MOUZ NXT,2,0
4451,df0b525227844b7c,19,128543,135328,129823,136676,133247,140276,133695,140751,MOUZ NXT,Betclic Apogee,7,11,2,3,24450,10500,23550,12850,7450,500,full,semi,73499,8,Betclic Apogee,3,0
4452,df0b525227844b7c,20,133695,140751,134975,142095,138957,146285,139405,146758,MOUZ NXT,Betclic Apogee,7,12,2,3,24600,29000,22650,29000,21650,17150,full,full,82204,8,Betclic Apogee,3,0
4453,df0b525227844b7c,21,141337,148792,142617,150136,147326,155096,147774,155564,MOUZ NXT,Betclic Apogee,8,12,2,3,13050,30650,12650,30250,12750,13000,force-buy,full,93642,9,MOUZ NXT,2,0
4454,df0b525227844b7c,22,147774,155564,149054,156914,153083,161154,153531,161622,MOUZ NXT,Betclic Apogee,9,12,2,3,18350,26850,21300,26850,16300,25850,full,full,83036,9,MOUZ NXT,2,0
4455,df0b525227844b7c,23,153531,161622,154811,162973,158779,167145,159227,167620,MOUZ NXT,Betclic Apogee,10,12,2,3,19800,12700,21950,2400,16850,2200,full,eco,82041,9,MOUZ NXT,2,0
4456,df0b525227844b7c,24,161903,170436,163183,171777,167725,176559,168173,177028,MOUZ NXT,Betclic Apogee,11,12,2,3,21900,24150,23050,25100,16200,23600,full,full,90954,9,MOUZ NXT,2,0
4457,df0b525227844b7c,25,170512,179493,171792,180837,173343,182469,173791,182945,MOUZ NXT,Betclic Apogee,12,12,2,3,23750,17250,24900,9100,19900,8700,full,semi,44206,9,MOUZ NXT,2,0
4458,df0b525227844b7c,26,173791,182945,175071,184286,180603,190110,183644,193311,MOUZ NXT,Betclic Apogee,13,12,2,3,21600,28100,26400,28300,16600,27700,full,full,106432,9,MOUZ NXT,2,0
4459,df0b525227844b7c,27,185646,195415,186926,196764,190338,200357,190786,200825,MOUZ NXT,Betclic Apogee,13,13,2,3,62500,62500,24800,28550,24600,27750,full,full,73410,7,Betclic Apogee,3,1
4460,df0b525227844b7c,28,190786,200825,192066,202176,200911,211483,201359,211951,MOUZ NXT,Betclic Apogee,13,14,2,3,51900,55300,27150,30400,26750,25350,full,full,158319,7,Betclic Apogee,3,1
4461,df0b525227844b7c,29,201359,211951,202639,213300,207779,218724,209824,220879,MOUZ NXT,Betclic Apogee,13,15,2,3,41650,50100,27350,31300,26850,27550,full,full,100609,8,Betclic Apogee,3,1
4462,df0b525227844b7c,30,209824,220879,211520,222662,217391,228837,217839,229309,MOUZ NXT,Betclic Apogee,14,15,3,2,62500,62500,30050,27250,29050,26850,full,full,118211,8,MOUZ NXT,3,1
4463,df0b525227844b7c,31,217839,229309,219119,230656,226012,237692,226012,237692,MOUZ NXT,Betclic Apogee,14,16,3,2,38600,36750,30850,27250,21450,26550,full,full,124525,9,Betclic Apogee,2,1
4639,"6716f721d3b95b26",1,100,150,1795,1933,6718,7109,7038,7449,illwill,Sangal,1,0,3,2,4000,4000,4200,4150,3400,3350,pistol,pistol,103285,7,illwill,3,0
4640,"6716f721d3b95b26",2,7038,7449,8318,8797,13192,13925,13512,14264,illwill,Sangal,1,1,3,2,21150,13450,25250,13650,20850,13250,full,force-buy,96116,9,Sangal,2,0
4641,"6716f721d3b95b26",3,13512,14264,14792,15604,23445,24712,23765,25050,illwill,Sangal,1,2,3,2,7650,18250,7550,27550,7250,9250,force-buy,full,155068,1,Sangal,2,0
4642,"6716f721d3b95b26",4,23765,25050,25045,26400,31019,32686,31339,33021,illwill,Sangal,1,3,3,2,9900,27700,3500,28150,200,5150,eco,full,113333,1,Sangal,2,0
4643,"6716f721d3b95b26",5,31339,33021,32619,34365,39979,42112,40299,42447,illwill,Sangal,2,3,3,2,22250,41250,24000,27450,20100,9250,full,full,134928,12,illwill,3,0
4644,"6716f721d3b95b26",6,40299,42447,41579,43797,49300,51920,49620,52260,illwill,Sangal,2,4,3,2,20600,38000,26000,26750,14700,22150,full,full,140597,1,Sangal,2,0
4645,"6716f721d3b95b26",7,49620,52260,50900,53601,55866,58827,56186,59167,illwill,Sangal,2,5,3,2,17300,34850,8250,25200,7450,20800,semi,full,97467,9,Sangal,2,0
4646,"6716f721d3b95b26",8,56186,59167,57466,60514,60682,63894,61002,64234,illwill,Sangal,2,6,3,2,23500,32100,24550,24400,23150,16700,full,full,70157,9,Sangal,2,0
4647,"6716f721d3b95b26",9,61002,64234,62282,65583,72104,75918,72424,76252,illwill,Sangal,2,7,3,2,15950,33150,7650,27450,7450,15150,semi,full,173413,1,Sangal,2,0
4648,"6716f721d3b95b26",10,72424,76252,80096,84325,83570,87983,83890,88317,illwill,Sangal,2,8,3,2,26500,37000,26350,27650,24750,13000,full,full,174111,9,Sangal,2,0
4649,"6716f721d3b95b26",11,83890,88317,85170,89667,91458,96284,91778,96616,illwill,Sangal,3,8,3,2,19850,41550,20600,27950,19600,15600,force-buy,full,118245,8,illwill,3,0
4650,"6716f721d3b95b26",12,94964,99973,96244,101320,100231,105512,100775,106096,illwill,Sangal,4,8,3,2,19250,33250,29300,28350,14300,28950,full,full,82209,8,illwill,3,0
4651,"6716f721d3b95b26",13,100775,106096,102471,107884,107428,113098,107748,113439,illwill,Sangal,5,8,2,3,4000,4000,4400,4300,3600,3300,pistol,pistol,103923,9,illwill,2,0
4652,"6716f721d3b95b26",14,107748,113439,109028,114787,113014,118978,113334,119316,illwill,Sangal,6,8,2,3,18450,11300,18600,1300,17450,500,semi,eco,82209,9,illwill,2,0
4653,"6716f721d3b95b26",15,113334,119316,114614,120665,121999,128432,122319,128772,illwill,Sangal,7,8,2,3,19350,23350,24000,24400,10450,23200,full,full,135299,9,illwill,2,0
4654,"6716f721d3b95b26",16,122319,128772,123599,130118,128997,135800,129317,136132,illwill,Sangal,8,8,2,3,26350,16300,27250,7650,16900,7350,full,semi,104309,9,illwill,2,0
4655,"6716f721d3b95b26",17,129317,136132,130597,137482,138838,146155,139158,146491,illwill,Sangal,9,8,2,3,27200,25950,28300,26650,3950,25650,full,full,148760,1,illwill,2,0
4656,"6716f721d3b95b26",18,139158,146491,140438,147835,148383,156200,148703,156532,illwill,Sangal,10,8,2,3,42250,18750,27850,12150,17000,7700,full,semi,144100,1,illwill,2,0
4657,"6716f721d3b95b26",19,150824,158763,152104,160113,157491,165782,157811,166122,illwill,Sangal,11,8,2,3,44050,29150,27250,29350,12100,24800,full,full,104175,1,illwill,2,0
4658,"6716f721d3b95b26",20,157811,166122,159091,167462,165268,173966,165588,174300,illwill,Sangal,11,9,2,3,50650,21950,27250,28700,13200,17650,full,full,116420,8,Sangal,3,0
4659,"6716f721d3b95b26",21,165588,174300,166868,175650,173775,182919,174095,183254,illwill,Sangal,12,9,2,3,44750,23100,27250,30350,26550,11600,full,full,127922,9,illwill,2,0
4660,"6716f721d3b95b26",22,174095,183254,175375,184598,179366,188800,179366,188800,illwill,Sangal,13,9,2,3,43800,18200,27350,27250,9600,26250,full,full,82313,9,illwill,2,0
4661,f0706bd9d0abc1fe,1,76,126,1771,1915,4770,5084,5090,5425,Satriales,GameHunters,0,1,3,2,4000,4000,4400,4250,3400,3250,pistol,pistol,73189,9,GameHunters,2,0
4662,f0706bd9d0abc1fe,2,5090,5425,6370,6776,8814,9359,9134,9701,Satriales,GameHunters,0,2,3,2,10100,18800,1000,19600,0,16600,eco,semi,58073,9,GameHunters,2,0
4663,f0706bd9d0abc1fe,3,9134,9701,10414,11054,15978,16939,16298,17274,Satriales,GameHunters,0,3,3,2,23200,20550,23800,25000,22800,14350,full,full,106846,9,GameHunters,2,0
4664,f0706bd9d0abc1fe,4,16298,17274,17578,18631,23581,24977,23901,25319,Satriales,GameHunters,0,4,3,2,15450,23250,6700,27350,6700,8000,semi,full,113711,9,GameHunters,2,0
4665,f0706bd9d0abc1fe,5,23901,25319,25181,26669,30957,32779,31277,33114,Satriales,GameHunters,0,5,3,2,27400,32800,27850,27650,26850,18850,full,full,110124,1,GameHunters,2,0
4666,f0706bd9d0abc1fe,6,31277,33114,32557,34471,42080,44540,42400,44878,Satriales,GameHunters,0,6,3,2,19200,32550,12800,27150,7200,16000,semi,full,168669,1,GameHunters,2,0
4667,f0706bd9d0abc1fe,7,42400,44878,43680,46235,51040,54015,51360,54357,Satriales,GameHunters,1,6,3,2,29900,35650,28800,27850,27800,12700,full,full,134879,12,Satriales,3,0
4668,f0706bd9d0abc1fe,8,51360,54357,52640,55708,60637,64164,60957,64506,Satriales,GameHunters,2,6,3,2,19800,27750,30100,27550,14800,18650,full,full,144770,7,Satriales,3,0
4669,f0706bd9d0abc1fe,9,60957,64506,62237,65857,66589,70458,66909,70800,Satriales,GameHunters,3,6,3,2,25350,22800,30050,23100,18100,22400,full,full,87863,7,Satriales,3,0
4670,f0706bd9d0abc1fe,10,66909,70800,68189,72151,74899,79246,75219,79585,Satriales,GameHunters,4,6,3,2,27250,16600,29950,10450,18400,6550,full,semi,124679,8,Satriales,3,0
4671,f0706bd9d0abc1fe,11,75219,79585,76499,80942,79315,83916,79635,84255,Satriales,GameHunters,4,7,3,2,27650,24850,31150,25050,10800,24050,full,full,63933,9,GameHunters,2,0
4672,f0706bd9d0abc1fe,12,79635,84255,80915,85612,84430,89325,84974,89913,Satriales,GameHunters,4,8,3,2,23850,18350,24150,27550,23150,4400,full,full,74843,9,GameHunters,2,0
4673,f0706bd9d0abc1fe,13,84974,89913,86670,91713,90587,95855,90907,96195,Satriales,GameHunters,4,9,2,3,4000,4000,4200,4250,3400,3250,pistol,pistol,87715,7,GameHunters,3,0
4674,f0706bd9d0abc1fe,14,90907,96195,92187,97544,95779,101345,96099,101687,Satriales,GameHunters,4,10,2,3,14300,21300,2350,22350,1300,21050,eco,semi,76024,8,GameHunters,3,0
4675,f0706bd9d0abc1fe,15,96099,101687,97379,103034,102285,108227,102605,108565,Satriales,GameHunters,4,11,2,3,25000,19250,25100,25950,24100,5600,full,full,96543,8,GameHunters,3,0
4676,f0706bd9d0abc1fe,16,102605,108565,103885,109915,108864,115181,109184,115523,Satriales,GameHunters,5,11,2,3,16000,32650,16700,25850,15700,12700,force-buy,full,97665,1,Satriales,2,0
4677,f0706bd9d0abc1fe,17,109184,115523,110464,116874,116997,123784,117317,124120,Satriales,GameHunters,6,11,2,3,19300,29700,20400,29650,18900,19550,full,full,121948,1,Satriales,2,0
4678,f0706bd9d0abc1fe,18,117317,124120,118597,125477,123284,130430,123604,130772,Satriales,GameHunters,6,12,2,3,19100,20550,23300,27550,12900,15600,full,full,93147,7,GameHunters,3,0
4679,f0706bd9d0abc1fe,19,123604,130772,124884,132125,127249,134626,127249,134626,Satriales,GameHunters,6,13,2,3,12850,29050,20850,29600,19350,14400,full,full,56892,8,GameHunters,3,0
4703,acdd50f6a2aae573,1,1018,1109,9001,9507,10275,10848,10595,11188,Flyquest,steel.helmet,1,0,3,2,4000,4000,4000,4300,3400,3300,pistol,pistol,144532,8,Flyquest,3,0
4704,acdd50f6a2aae573,2,10595,11188,11875,12529,15998,16871,16318,17207,Flyquest,steel.helmet,2,0,3,2,19600,10500,22500,1500,19150,700,full,eco,84338,8,Flyquest,3,0
4705,acdd50f6a2aae573,3,16318,17207,17598,18549,24159,25453,24479,25792,Flyquest,steel.helmet,2,1,3,2,19450,21800,26100,22400,5500,21400,full,full,122375,9,steel.helmet,2,0
4706,acdd50f6a2aae573,4,24479,25792,25759,27140,29855,31447,30175,31787,Flyquest,steel.helmet,3,1,3,2,23150,18450,24200,20500,22900,15800,full,full,83923,8,Flyquest,3,0
4707,acdd50f6a2aae573,5,30175,31787,31455,33127,35881,37786,36201,38123,Flyquest,steel.helmet,4,1,3,2,18850,12150,27850,2250,7350,1650,full,eco,89028,8,Flyquest,3,0
4708,acdd50f6a2aae573,6,36201,38123,37481,39471,46060,48495,46380,48833,Flyquest,steel.helmet,4,2,3,2,30300,22500,28800,22850,5350,21550,full,full,153926,1,steel.helmet,2,0
4709,acdd50f6a2aae573,7,46380,48833,47660,50181,52546,55318,52866,55658,Flyquest,steel.helmet,5,2,3,2,33050,19750,28650,25550,23400,11900,full,full,96241,8,Flyquest,3,0
4710,acdd50f6a2aae573,8,52866,55658,54146,57003,60459,63644,60779,63981,Flyquest,steel.helmet,6,2,3,2,28650,18050,29750,15200,20400,14900,full,semi,118516,8,Flyquest,3,0
4711,acdd50f6a2aae573,9,60779,63981,62059,65330,69419,73072,69739,73412,Flyquest,steel.helmet,7,2,3,2,27250,15750,30450,8150,13500,8350,full,semi,134915,12,Flyquest,3,0
4712,acdd50f6a2aae573,10,69739,73412,71019,74753,76472,80494,76792,80829,Flyquest,steel.helmet,8,2,3,2,32200,20000,29500,22350,24400,16800,full,full,105100,8,Flyquest,3,0
4713,acdd50f6a2aae573,11,76792,80829,78072,82173,80653,84893,80973,85225,Flyquest,steel.helmet,8,3,3,2,26600,20300,29950,20200,11650,19200,full,full,60312,9,steel.helmet,2,0
4714,acdd50f6a2aae573,12,80973,85225,82253,86573,86606,91155,90094,94836,Flyquest,steel.helmet,9,3,3,2,23050,18950,24200,25950,22800,13350,full,full,88004,8,Flyquest,3,0
4715,acdd50f6a2aae573,13,90094,94836,103007,108428,107237,112879,107557,113220,Flyquest,steel.helmet,9,4,2,3,4000,4000,5150,4300,3350,3300,pistol,pistol,267768,7,steel.helmet,3,0
4716,acdd50f6a2aae573,14,107557,113220,108837,114564,115282,121345,115602,121685,Flyquest,steel.helmet,9,5,2,3,14350,21250,14500,22600,13900,21200,force-buy,full,120579,8,steel.helmet,3,0
4717,acdd50f6a2aae573,15,115602,121685,116882,123026,124313,130846,124633,131186,Flyquest,steel.helmet,10,5,2,3,13050,19050,3000,25700,3100,12800,eco,full,135954,9,Flyquest,2,0
4718,acdd50f6a2aae573,16,124633,131186,125913,132528,133656,140679,133976,141013,Flyquest,steel.helmet,10,6,2,3,28000,15450,26000,13200,22200,12600,full,semi,140881,7,steel.helmet,3,0
4719,acdd50f6a2aae573,17,133976,141013,135256,142357,138685,145967,139005,146306,Flyquest,steel.helmet,11,6,2,3,19800,23700,8550,26800,8150,21750,semi,full,73520,9,Flyquest,2,0
4720,acdd50f6a2aae573,18,139005,146306,140285,147645,143239,150760,143559,151091,Flyquest,steel.helmet,12,6,2,3,29700,10400,27750,10400,17750,10000,full,force-buy,66099,9,Flyquest,2,0
4721,acdd50f6a2aae573,19,143559,151091,144839,152438,150257,158138,150257,158138,Flyquest,steel.helmet,13,6,2,3,44650,13650,27850,9850,2700,9450,full,force-buy,104581,9,Flyquest,2,0
4759,ac6924b5f306b714,1,1,1,1,31,2146,2310,2594,2786,Team A,Team B,1,0,3,2,0,0,4300,4350,3300,3350,pistol,pistol,34098,8,Team A,3,0
4760,ac6924b5f306b714,2,2594,2786,3874,4137,8521,9055,8969,9525,Team A,Team B,2,0,3,2,19700,10750,22500,1800,19000,1200,full,eco,92579,8,Team A,3,0
